JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
FE-E-020,Fintech Engineer,Experienced,5+,Python advanced; JavaScript advanced; SQL advanced; Blockchain and smart contracts; Machine learning predictive analytics; Cybersecurity expertise; Financial analysis and modeling; API & microservices design; Cloud computing AWS/Azure; DevOps; Leadership; Project management; Innovation; Cross-functional collaboration; Stakeholder management,Lead fintech architecture and project delivery; Develop blockchain applications and smart contracts; Apply ML for financial analytics and predictive modeling; Design APIs and microservices architecture; Ensure cybersecurity and regulatory compliance; Manage cross-functional teams; Drive innovation and mentorship programs,Blockchain Technology; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Analysis; Regulatory Compliance
FE001,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML; CSS; JavaScript; React basics; Angular basics; Vue.js basics; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Build responsive and interactive web pages; Implement UI designs; Assist in basic testing and debugging; Integrate frontend with backend APIs; Participate in code reviews; Collaborate with team members,Frontend; UI Development; Web Development; Responsive Design; Entry-Level; Fresher
FE002,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML5; CSS3; JavaScript (ES6+); React; Vue.js; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Develop web interfaces for internal tools; Implement responsive pages; Assist in unit testing and code reviews; Collaborate with backend developers,Frontend; Web Application Development; UI; Entry-Level; Fresher
FE003,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML; CSS; JavaScript; React basics; Angular basics; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Work on small projects and personal applications; Implement interactive UI components; Optimize responsiveness; Learn modern frontend workflows,Frontend; UI Development; Entry-Level; Fresher; Web Development
FE004,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML5; CSS3; JavaScript (ES6+); React basics; Vue.js basics; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Assist in designing and coding responsive web pages; Implement dynamic UI components; Debug browser issues; Collaborate with senior developers,Frontend; Web Development; UI; Entry-Level; Fresher
FE005,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML; CSS; JavaScript; React basics; Angular basics; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Create and maintain frontend components; Participate in code reviews; Learn testing techniques; Implement responsive designs,Frontend; UI Development; Entry-Level; Fresher; Web Applications
FE006,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML; CSS; JavaScript; React basics; Angular basics; Vue.js basics; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Develop interactive UI pages for internal dashboards; Ensure responsive design and cross-browser compatibility; Collaborate with team members,Frontend; Web Development; UI; Entry-Level; Fresher
FE007,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML; CSS; JavaScript; React basics; Vue.js basics; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Assist in implementing UI features for web apps; Learn modern frontend frameworks; Help in testing and code maintenance,Frontend; UI Development; Entry-Level; Fresher; Web Apps
FE008,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML; CSS; JavaScript; React basics; Angular basics; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Build responsive web pages; Assist in integrating APIs; Maintain frontend components; Learn performance optimization techniques,Frontend; Web Application Development; Entry-Level; Fresher; UI
FE009,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML; CSS; JavaScript; React basics; Vue.js basics; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Assist in creating web interfaces and components; Work on responsive design and debugging; Collaborate with backend developers,Frontend; UI Development; Entry-Level; Fresher; Web Development
FE010,Frontend Developer - Entry Level,Entry-Level,0–1 year,HTML; CSS; JavaScript; React basics; Angular basics; Vue.js basics; Bootstrap; Tailwind CSS; Git; Browser Developer Tools,Work on academic and personal projects; Develop interactive UI components; Learn frontend frameworks and responsive design,Frontend; Web Development; UI; Entry-Level; Fresher
FE011,Frontend Developer - Experienced,Mid-Senior Level,3–6 years,HTML5; CSS3; JavaScript (ES6+); React/Redux; Angular; Vue.js; Performance optimization; Unit & E2E testing; Git; CI/CD,Design and develop advanced frontend applications; Optimize performance and page speed; Implement testing automation; Ensure cross-browser compatibility; Mentor junior developers,Frontend; Web Application Development; Mid-Senior; React; UI; SPA; PWA
FE012,Frontend Developer - Experienced,Senior-Level,4–7 years,React/Redux; Angular; Vue.js; HTML; CSS; JavaScript; Performance optimization; Unit & E2E testing; Git; CI/CD,Lead frontend development for scalable applications; Implement advanced React/Redux patterns; Optimize page speed; Ensure high-quality testing and code standards; Mentor junior developers,Frontend; SPA Development; Senior; React; UI; Web Applications
FE013,Frontend Developer - Experienced,Senior-Level,5+ years,Advanced React; Angular; Vue.js; HTML; CSS; JavaScript (ES6+); Performance optimization; Lazy loading; Testing automation; Git; CI/CD,Architect and implement frontend solutions; Lead performance optimization and cross-browser testing; Mentor junior developers,Frontend; Enterprise Web Applications; Senior; React; UI; SPA/PWA
FE014,Frontend Developer - Experienced,Senior-Level,5+ years,React/Redux; Angular; Vue.js; HTML; CSS; JavaScript; Performance optimization; Unit & E2E testing; Git; CI/CD,Lead frontend initiatives for e-commerce platforms; Implement advanced React/Redux features; Optimize page speed; Conduct code reviews and mentor juniors,Frontend; E-commerce; Senior; React; UI; SPA
FE015,Frontend Developer - Experienced,Senior-Level,4–6 years,"Advanced React (Hooks, Redux); Angular; Vue.js; HTML; CSS; JavaScript; Performance tuning; Lazy loading; Unit/Integration/E2E testing; Git; CI/CD",Architect scalable web dashboards and SPAs; Optimize frontend performance; Implement automated testing; Manage cross-browser compatibility,Frontend; Dashboard Development; Senior; React; UI; SPA/PWA
FE016,Frontend Developer - Experienced,Senior-Level,5+ years,React/Redux; Angular; Vue.js; HTML; CSS; JavaScript; Performance optimization; Unit & E2E testing; Git; CI/CD,Lead frontend development for SaaS products; Implement reusable components; Optimize performance; Conduct automated tests; Mentor junior developers,Frontend; SaaS Development; Senior; React; UI; SPA/PWA
FE017,Frontend Developer - Experienced,Senior-Level,5+ years,React/Redux; Angular; Vue.js; HTML; CSS; JavaScript; Performance optimization; Lazy loading; Unit/Integration/E2E testing; Git; CI/CD,Build and optimize frontend for media streaming platforms; Implement advanced React patterns; Ensure cross-browser compatibility; Optimize load times; Mentor junior developers,Frontend; Media Streaming; Senior; React; UI; SPA/PWA
FE018,Frontend Developer - Experienced,Senior-Level,4–6 years,React/Redux; Angular; Vue.js; HTML; CSS; JavaScript; Performance optimization; Lazy loading; Unit & E2E testing; Git; CI/CD,Lead frontend for AI-powered dashboards; Build scalable components; Optimize performance; Implement testing pipelines; Mentor junior developers,Frontend; AI Dashboards; Senior; React; UI; SPA/PWA
1,Full Stack Developer - Entry Level,Fresher,0–1 year,HTML5; CSS3; JavaScript (ES6+); React; Angular; Vue.js; Node.js; Python (Django/Flask); SQL; NoSQL; Git,"Develop end-to-end web applications; Write clean code in JavaScript and Python; Work with frontend frameworks like React or Angular; Assist in building backend services using Node.js or Django; Participate in testing, debugging, and Agile sprints; Learn modern deployment and cloud practices",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Development; Agile; Cloud
2,Full Stack Developer - Entry Level,Fresher,0–1 year,HTML; CSS; JavaScript; React; Angular; Vue.js; Node.js; Flask; MySQL; PostgreSQL; MongoDB; Git,"Develop frontend interfaces using HTML, CSS, JavaScript frameworks; Implement backend APIs using Node.js or Flask; Write SQL/NoSQL queries; Perform unit testing; Collaborate in Agile workflows",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Web Development
3,Full Stack Developer - Entry Level,Fresher,0–1 year,HTML; CSS; JavaScript; React; Vue.js; Node.js; Django; SQL; NoSQL; Git,Work on frontend and backend development; Use JavaScript frameworks like React or Vue.js; Build backend services using Django or Node.js; Manage databases; Participate in testing and Agile ceremonies; Learn best practices in deployment and security,Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Security; Agile
4,Full Stack Developer - Entry Level,Fresher,0–1 year,JavaScript; HTML5; CSS3; Angular; React; Vue.js; Node.js; Flask; MySQL; MongoDB; Git,"Develop web applications with frontend and backend focus; Build responsive interfaces with Angular, React, or Vue.js; Develop backend APIs using Node.js or Flask; Maintain databases; Write unit tests; Participate in Agile sprints",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Web Development
5,Full Stack Developer - Entry Level,Fresher,0–1 year,HTML; CSS; JavaScript; React; Angular; Vue.js; Node.js; Django; Flask; SQL; NoSQL; Git,"Build end-to-end web solutions; Work with frontend frameworks React or Angular; Implement backend technologies Node.js or Django; Manage SQL/NoSQL databases; Participate in debugging, testing, and Agile ceremonies",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Development; Agile
6,Full Stack Developer - Entry Level,Fresher,0–1 year,HTML5; CSS3; JavaScript; React; Vue.js; Angular; Node.js; Flask; Django; MySQL; MongoDB; Git,Develop responsive and secure web applications; Implement frontend pages with React or Vue.js; Develop backend APIs using Node.js or Flask; Manage databases; Perform testing; Collaborate with senior developers in Agile sprints,Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Security; Agile
7,Full Stack Developer - Entry Level,Fresher,0–1 year,JavaScript; HTML; CSS; React; Angular; Vue.js; Node.js; Django; MySQL; MongoDB; Git,"Develop web applications across frontend and backend; Assist in coding using React, Angular, or Vue.js; Build backend APIs with Node.js or Django; Manage SQL/NoSQL databases; Test applications; Collaborate with Agile teams",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Development; Agile
8,Full Stack Developer - Entry Level,Fresher,0–1 year,HTML; CSS; JavaScript; React; Vue.js; Angular; Node.js; Flask; SQL; NoSQL; Git,Assist in frontend development with React or Vue.js; Develop backend services using Node.js or Flask; Manage SQL/NoSQL databases; Perform testing; Collaborate with Agile teams,Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Cloud Development; Agile
9,Full Stack Developer - Entry Level,Fresher,0–1 year,HTML5; CSS3; JavaScript (ES6+); React; Angular; Vue.js; Node.js; Django/Flask; MySQL; MongoDB; Git,"Build scalable web applications; Develop frontend using React, Angular, or Vue.js; Develop backend APIs using Node.js or Django; Maintain SQL/NoSQL databases; Assist in testing and debugging; Learn deployment best practices",Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Development; Agile
10,Full Stack Developer - Entry Level,Fresher,0–1 year,HTML; CSS; JavaScript; React; Angular; Vue.js; Node.js; Flask; Django; SQL; NoSQL; Git,Contribute to secure and responsive web applications; Assist in frontend coding with React or Angular; Develop backend APIs using Node.js or Flask; Manage databases; Perform testing; Collaborate with Agile teams,Full Stack Developer; Entry-Level; Fresher; Frontend; Backend; Web Security; Agile
11,Full Stack Developer - Experienced,Experienced,2–4 years,HTML5; CSS3; JavaScript (ES6+); React; Angular; Vue.js; Node.js; Django; Flask; MySQL; PostgreSQL; MongoDB; Git; RESTful API design; Agile,"Develop scalable web applications; Build frontend interfaces using React, Angular, or Vue.js; Implement backend services with Node.js, Django, or Flask; Design RESTful APIs; Manage SQL/NoSQL databases; Perform testing; Mentor junior developers; Collaborate in Agile workflows",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Web Development; Agile; Cloud
12,Full Stack Developer - Experienced,Experienced,3–5 years,HTML; CSS; JavaScript (ES6+); React; Angular; Vue.js; Node.js; Django; Flask; MySQL; PostgreSQL; MongoDB; Git; RESTful API design; Docker; Kubernetes; CI/CD; Cloud Platforms; Agile,Lead end-to-end web application development; Architect frontend using React or Vue.js; Develop backend services with Node.js or Django; Manage SQL/NoSQL databases; Optimize performance; Implement CI/CD pipelines; Mentor junior developers; Ensure security best practices,Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud Development; Agile; Security
13,Full Stack Developer - Experienced,Experienced,3–5 years,HTML5; CSS3; JavaScript; React; Angular; Vue.js; Node.js; Django; Flask; SQL; NoSQL; Git; RESTful API design; Docker; Kubernetes; CI/CD; Cloud Platforms; Web Security,"Develop and maintain full-stack applications for fintech and e-commerce; Implement frontend interfaces using React, Angular, or Vue.js; Build backend services with Node.js or Django; Optimize databases; Implement CI/CD pipelines; Ensure secure authentication; Mentor junior developers",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Fintech; E-commerce; Cloud
14,Full Stack Developer - Experienced,Experienced,3–5 years,HTML; CSS; JavaScript (ES6+); React; Angular; Vue.js; Node.js; Django; Flask; SQL; NoSQL; Git; RESTful API design; Docker; Kubernetes; CI/CD; Cloud Platforms; TypeScript; Redux; Microservices,Work on cloud-native full-stack applications; Lead frontend development using React or Vue.js; Develop backend services with Node.js or Django; Design and optimize SQL/NoSQL databases; Implement CI/CD pipelines; Ensure secure authentication and authorization; Mentor junior developers,Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud Development; Security; Microservices
15,Full Stack Developer - Experienced,Experienced,2–4 years,HTML5; CSS3; JavaScript; React; Angular; Vue.js; Node.js; Django; Flask; MySQL; PostgreSQL; MongoDB; Git; RESTful API design; Agile; CI/CD; Docker; Kubernetes,"Lead frontend and backend development for web platforms; Build responsive interfaces using React, Angular, or Vue.js; Develop backend APIs using Node.js or Flask; Manage databases; Implement automated testing and CI/CD pipelines; Mentor junior team members",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Web Development; Agile; Cloud
16,Full Stack Developer - Experienced,Experienced,3–5 years,HTML; CSS; JavaScript (ES6+); React; Angular; Vue.js; Node.js; Django; Flask; MySQL; PostgreSQL; MongoDB; Git; RESTful APIs; Docker; Kubernetes; CI/CD; Cloud Platforms; Microservices; Serverless,"Design and implement full-stack solutions for enterprise applications; Develop frontend components using React, Angular, or Vue.js; Build backend services with Node.js or Django; Manage SQL/NoSQL databases; Deploy applications on cloud platforms; Ensure web security; Mentor junior developers",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Enterprise Applications; Agile
17,Full Stack Developer - Experienced,Experienced,3–5 years,HTML; CSS; JavaScript (ES6+); React; Angular; Vue.js; Node.js; Django; Flask; SQL; NoSQL; Git; RESTful API design; Docker; Kubernetes; CI/CD; Cloud Platforms; TypeScript; Redux; Microservices,"Develop scalable, secure web applications; Lead frontend development with React or Angular; Develop backend APIs with Node.js or Django; Manage databases; Implement CI/CD pipelines; Ensure secure authentication; Collaborate in Agile sprints",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud Development; Security; Microservices
18,Full Stack Developer - Experienced,Experienced,2–4 years,HTML5; CSS3; JavaScript; React; Angular; Vue.js; Node.js; Django; Flask; MySQL; PostgreSQL; MongoDB; Git; RESTful API design; Agile; Docker; Kubernetes; CI/CD; Cloud Platforms,"Lead frontend and backend development; Build responsive web interfaces using React, Angular, or Vue.js; Develop backend APIs with Node.js or Flask; Manage SQL/NoSQL databases; Implement CI/CD pipelines; Mentor junior developers; Ensure security best practices",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Web Development; Cloud; Agile
19,Full Stack Developer - Experienced,Experienced,3–5 years,HTML; CSS; JavaScript (ES6+); React; Angular; Vue.js; Node.js; Django; Flask; SQL; NoSQL; Git; RESTful APIs; Docker; Kubernetes; CI/CD; Cloud Platforms; TypeScript; Redux; Serverless; Microservices,"Design and implement full-stack solutions; Develop frontend using React, Angular, or Vue.js; Build backend services with Node.js or Django; Manage SQL/NoSQL databases; Deploy on cloud platforms; Ensure web security; Mentor junior developers",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Enterprise Applications; Agile
20,Full Stack Developer - Experienced,Experienced,3–5 years,HTML; CSS; JavaScript (ES6+); React; Angular; Vue.js; Node.js; Django; Flask; SQL; NoSQL; Git; RESTful API design; Docker; Kubernetes; CI/CD; Cloud Platforms; TypeScript; Redux; Web Security; Microservices,"Develop secure, scalable web applications; Lead frontend and backend development; Manage SQL/NoSQL databases; Implement CI/CD pipelines; Ensure secure authentication; Collaborate in Agile sprints; Mentor junior developers",Full Stack Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Web Security; Microservices
GD-F-001,Game Developer,Fresher,0-1,C++ basics; C# basics; Java basics; Python basics; Unity basics; Unreal Engine basics; Game mechanics fundamentals; Physics basics; Animation basics; DirectX basics; OpenGL basics; Git basics; Debugging basics; Mobile/console platform awareness; Communication; Teamwork; Adaptability; Creativity,Assist in developing game features; Collaborate with team on game mechanics and physics; Support graphics and shader development; Debug and maintain code; Participate in version control workflows; Contribute to mobile and console game projects; Document development processes,C++; C#; Unity; Unreal Engine; Game Design; Game Mechanics; Graphics Programming; Git; Debugging
GD-F-002,Game Developer,Fresher,0-1,C++ basics; C# basics; Python basics; Unity basics; Unreal Engine basics; Game mechanics basics; Physics and collision basics; Animation fundamentals; DirectX basics; OpenGL basics; Git basics; Debugging basics; Communication; Teamwork; Adaptability,Support game development projects; Assist in implementing gameplay mechanics; Debug and optimize game code; Work with graphics team for basic shader integration; Use version control for collaborative development; Document workflows and game design notes,C++; C#; Unity; Unreal Engine; Game Mechanics; Graphics Programming; Git; Debugging
GD-F-003,Game Developer,Fresher,0-1,C++ basics; C# basics; Java basics; Python basics; Unity basics; Unreal Engine basics; Physics and animation basics; DirectX/OpenGL basics; Git basics; Debugging basics; Mobile game awareness; Communication; Teamwork; Creativity; Adaptability,Assist in creating gameplay features; Collaborate with design team for game mechanics; Debug and maintain code modules; Support graphics rendering tasks; Participate in version control processes; Contribute to mobile/console game testing; Document development progress,C++; C#; Unity; Unreal Engine; Game Mechanics; Graphics Programming; Git; Debugging
GD-F-004,Game Developer,Fresher,0-1,C++ basics; C# basics; Python basics; Java basics; Unity basics; Unreal Engine basics; Game mechanics fundamentals; Physics basics; Animation basics; DirectX/OpenGL basics; Git basics; Debugging basics; Communication; Teamwork; Creativity; Adaptability,Assist in game feature development; Collaborate with developers and designers; Implement basic gameplay and physics mechanics; Debug and maintain code; Support graphics rendering tasks; Participate in version control and documentation,C++; C#; Unity; Unreal Engine; Game Design; Game Mechanics; Graphics Programming; Git; Debugging
GD-F-005,Game Developer,Fresher,0-1,C++ basics; C# basics; Java basics; Python basics; Unity basics; Unreal Engine basics; Game mechanics basics; Physics and animation basics; DirectX/OpenGL basics; Git basics; Debugging basics; Mobile/console development basics; Communication; Teamwork; Adaptability; Creativity,Support development of game modules; Implement basic physics and gameplay features; Assist in graphics rendering and animation tasks; Debug code and participate in testing; Use Git for version control; Collaborate with team members; Document progress and design notes,C++; C#; Unity; Unreal Engine; Game Mechanics; Graphics Programming; Git; Debugging
GD-E-006,Game Developer,Experienced,3+,C++ advanced; C# advanced; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; Gameplay systems development; AI programming; Multiplayer networking; Physics and collision handling; Shader programming HLSL/GLSL; Performance optimization; Cross-platform development; Debugging and profiling; Leadership; Team collaboration; Project management,Design and implement complex game systems; Develop AI and multiplayer functionality; Optimize game performance and graphics rendering; Integrate shaders and advanced graphics effects; Oversee cross-platform deployment; Mentor junior developers; Collaborate with design and art teams; Manage project timelines and deliverables,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-007,Game Developer,Experienced,4+,C++ advanced; C# advanced; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; Gameplay systems; AI programming; Physics; Shader programming HLSL/GLSL; Multiplayer networking; Performance optimization; Cross-platform development; Testing frameworks; Debugging and profiling; Leadership; Project management; Team collaboration,"Lead development of game modules; Implement AI and multiplayer systems; Optimize rendering and shader performance; Collaborate on cross-platform deployment; Oversee testing and debugging processes; Mentor development team members; Coordinate with design, art, and sound teams",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-008,Game Developer,Experienced,5+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; Advanced gameplay systems; AI programming; Physics simulation; Multiplayer networking; Shader programming HLSL/GLSL; Graphics optimization; Cross-platform development; Testing and debugging; Leadership; Team collaboration; Project management,Design and implement complex gameplay systems; Develop AI and multiplayer features; Optimize graphics and shader performance; Lead cross-platform game development; Manage testing and debugging workflows; Mentor team members; Collaborate with multidisciplinary teams; Ensure project quality and delivery,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-009,Game Developer,Experienced,6+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; AI and gameplay systems; Multiplayer networking; Physics and collision systems; Shader programming HLSL/GLSL; Graphics optimization; Performance profiling; Cross-platform development; Testing frameworks; Leadership; Project management; Team collaboration,"Lead game system architecture; Develop AI and multiplayer mechanics; Optimize performance and graphics; Supervise cross-platform development; Manage testing and debugging; Mentor developers; Coordinate with art, design, and sound teams; Ensure project quality and timeline adherence",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-010,Game Developer,Experienced,7+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; Gameplay systems and AI; Multiplayer networking; Physics; Shader programming; Graphics optimization; Cross-platform development; Debugging and profiling; Leadership; Project management; Team collaboration,Architect and lead game development projects; Implement advanced AI and multiplayer mechanics; Optimize shaders and graphics; Oversee cross-platform deployment; Manage debugging and testing processes; Mentor development team; Collaborate with multidisciplinary teams; Ensure project delivery and quality,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-011,Game Developer,Experienced,8+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Advanced gameplay and AI systems; Multiplayer networking; Physics and collision systems; Shader programming HLSL/GLSL; Graphics optimization; Performance profiling; Cross-platform development; Testing frameworks; Leadership; Team collaboration; Project management,"Lead architecture of game systems; Develop and optimize AI and multiplayer mechanics; Manage cross-platform development; Oversee performance and graphics optimization; Mentor developers; Collaborate with design, art, and sound teams; Ensure timely project delivery and quality standards",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-012,Game Developer,Experienced,9+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; Advanced AI and gameplay systems; Multiplayer networking; Physics simulation; Shader programming; Graphics and performance optimization; Cross-platform development; Testing and debugging; Leadership; Team collaboration; Project management,"Architect and implement complex game systems; Develop AI and multiplayer features; Optimize graphics and shader performance; Lead cross-platform game development; Manage debugging and testing processes; Mentor and guide development team; Collaborate with design, art, and sound teams; Ensure delivery of high-quality projects",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-013,Game Developer,Experienced,10+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Advanced AI and gameplay; Multiplayer networking; Physics simulation; Shader programming HLSL/GLSL; Graphics optimization; Performance profiling; Cross-platform deployment; Testing frameworks; Leadership; Project management; Team collaboration,Lead complex game development projects; Design and implement AI and multiplayer systems; Optimize graphics and shader performance; Oversee cross-platform development; Manage debugging and testing processes; Mentor development teams; Collaborate with multidisciplinary teams; Ensure project delivery and quality standards,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-014,Game Developer,Experienced,11+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; Advanced gameplay and AI; Multiplayer networking; Physics and collision handling; Shader programming; Graphics optimization; Cross-platform development; Debugging and profiling; Leadership; Team collaboration; Project management,"Lead architecture and development of game systems; Develop AI and multiplayer mechanics; Optimize graphics, shaders, and performance; Oversee cross-platform deployment; Mentor junior developers; Collaborate with design, art, and sound teams; Manage project timelines and quality assurance",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-015,Game Developer,Experienced,12+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Advanced AI/gameplay systems; Multiplayer networking; Physics and collision systems; Shader programming HLSL/GLSL; Graphics optimization; Performance profiling; Cross-platform development; Testing frameworks; Leadership; Team collaboration; Project management,Lead game system architecture and development; Implement advanced AI and multiplayer systems; Optimize performance and graphics; Oversee cross-platform game deployment; Mentor development teams; Collaborate with multidisciplinary teams; Ensure quality and timely delivery,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-016,Game Developer,Experienced,13+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; AI and gameplay systems; Multiplayer networking; Physics simulation; Shader programming; Graphics optimization; Cross-platform deployment; Testing/debugging; Leadership; Team collaboration; Project management,"Lead development and architecture of game systems; Develop AI and multiplayer features; Optimize graphics and shaders; Oversee cross-platform deployment; Mentor team members; Collaborate with design, art, and sound teams; Ensure project delivery with quality standards",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-017,Game Developer,Experienced,14+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Advanced AI/gameplay systems; Multiplayer networking; Physics simulation; Shader programming HLSL/GLSL; Graphics optimization; Cross-platform development; Testing frameworks; Leadership; Team collaboration; Project management,Architect complex game systems; Implement AI and multiplayer mechanics; Optimize performance and shaders; Lead cross-platform development; Mentor developers; Collaborate with multidisciplinary teams; Ensure timely delivery and quality assurance,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-018,Game Developer,Experienced,15+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; Advanced gameplay and AI; Multiplayer networking; Physics simulation; Shader programming; Graphics optimization; Cross-platform development; Testing/debugging; Leadership; Team collaboration; Project management,"Lead game system design and development; Develop AI and multiplayer functionality; Optimize shaders and performance; Oversee cross-platform deployment; Mentor development team; Collaborate with design, art, and sound teams; Ensure project quality and delivery",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-019,Game Developer,Experienced,16+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; AI/gameplay systems; Multiplayer networking; Physics simulation; Shader programming HLSL/GLSL; Graphics optimization; Cross-platform deployment; Testing frameworks; Leadership; Team collaboration; Project management,Architect and lead game development projects; Implement AI and multiplayer systems; Optimize graphics and shaders; Oversee cross-platform deployment; Mentor developers; Collaborate with multidisciplinary teams; Ensure project quality and timely delivery,C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-E-020,Game Developer,Experienced,17+,C++ expert; C# expert; Python advanced; Java advanced; Unity expert; Unreal Engine expert; Godot basics; Advanced AI/gameplay systems; Multiplayer networking; Physics and collision systems; Shader programming HLSL/GLSL; Graphics optimization; Cross-platform development; Testing/debugging; Leadership; Team collaboration; Project management,"Lead architecture and development of complex game systems; Develop AI and multiplayer mechanics; Optimize performance and shaders; Manage cross-platform development; Mentor development team; Collaborate with design, art, and sound teams; Ensure project delivery and quality standards",C++; C#; Unity; Unreal Engine; Game AI; Shader Programming; Multiplayer; Performance Optimization
GD-101,Graphic Designer,Fresher,0-1,Adobe Photoshop; Adobe Illustrator; Adobe InDesign; Figma Basics; Typography; Color Theory; Basic HTML/CSS; Creativity; Time Management; Communication,Assist in creating visual content for web and print; Support senior designers in branding projects; Develop basic UI/UX designs using Figma; Create graphics for social media campaigns; Apply typography and color theory principles; Organize and manage digital assets; Collaborate with team members; Maintain deadlines and project schedules; Edit and proofread design assets; Learn and adapt to emerging design tools,Graphic Design; Adobe Photoshop; Illustrator; InDesign; Figma; Typography; Color Theory; Creativity; UI/UX Design; Digital Assets
