JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
AR-E-012,AR/VR Developer,Experienced,9+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; 3D modeling/animation expert; UI/UX advanced; Spatial computing; Gesture/motion tracking; Cross-platform development; Performance optimization; Machine learning basics; Leadership; Project management; Collaboration",Lead AR/VR projects from concept to deployment; Develop advanced 3D modeling and animations; Optimize performance across platforms; Integrate AR/VR frameworks and hardware; Mentor and manage development teams; Collaborate with design and product teams; Ensure project success and quality,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-013,AR/VR Developer,Experienced,10+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling and animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Performance optimization; Cross-platform development; Machine learning basics; Leadership; Project coordination; Team collaboration","Architect and lead development of AR/VR applications; Create interactive and immersive experiences; Optimize graphics performance and cross-platform deployment; Integrate AR/VR frameworks and hardware; Mentor development teams; Collaborate across design, product, and engineering teams; Manage project timelines and quality",Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-014,AR/VR Developer,Experienced,11+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling/animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Cross-platform optimization; Performance tuning; Machine learning basics; Leadership; Team management; Project management",Lead AR/VR application architecture and development; Develop immersive interactive experiences; Optimize 3D graphics and cross-platform performance; Integrate AR/VR frameworks and hardware; Mentor and guide development teams; Collaborate with multidisciplinary teams; Ensure timely delivery and quality standards,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-015,AR/VR Developer,Experienced,12+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; 3D modeling and animation expert; UI/UX expert; Spatial computing; Gesture/motion tracking; Performance optimization; Cross-platform development; Machine learning basics; Leadership; Project management; Team collaboration",Oversee AR/VR development projects; Design and implement immersive experiences; Optimize 3D assets and performance; Integrate AR/VR frameworks across platforms; Mentor and manage development teams; Collaborate with cross-functional teams; Ensure high-quality project delivery,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-016,AR/VR Developer,Experienced,13+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling/animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Cross-platform development; Performance optimization; Machine learning basics; Leadership; Project coordination; Team collaboration",Lead architecture and development of AR/VR applications; Develop immersive interactive experiences; Optimize 3D graphics and cross-platform performance; Integrate AR/VR frameworks and hardware; Mentor and guide teams; Collaborate across multidisciplinary teams; Manage project timelines and quality,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-017,AR/VR Developer,Experienced,14+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; 3D modeling/animation expert; UI/UX expert; Spatial computing; Gesture/motion tracking; Performance tuning; Cross-platform development; Machine learning basics; Leadership; Project management; Team collaboration","Architect and lead AR/VR development projects; Develop advanced immersive experiences; Optimize 3D modeling, animation, and performance; Integrate AR/VR frameworks and hardware; Mentor teams; Collaborate with cross-functional departments; Ensure project quality and deadlines",Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-018,AR/VR Developer,Experienced,15+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling and animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Cross-platform development; Performance optimization; Machine learning basics; Leadership; Project management; Team collaboration",Lead AR/VR application architecture; Develop immersive and interactive experiences; Optimize graphics performance and cross-platform integration; Integrate AR/VR frameworks and hardware; Mentor developers; Collaborate with multidisciplinary teams; Ensure project delivery and quality standards,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-019,AR/VR Developer,Experienced,16+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; 3D modeling/animation expert; UI/UX expert; Spatial computing; Gesture/motion tracking; Cross-platform development; Performance optimization; Machine learning basics; Leadership; Project coordination; Team collaboration","Architect AR/VR development projects; Develop advanced immersive experiences; Optimize 3D graphics and performance; Integrate AR/VR frameworks and hardware; Mentor and manage teams; Collaborate with design, product, and engineering teams; Ensure timely and quality delivery",Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
AR-E-020,AR/VR Developer,Experienced,17+,"C++, C# expert; JavaScript advanced; Python basics; Unity, Unreal Engine expert; ARKit, ARCore, Vuforia; Advanced 3D modeling/animation; UI/UX expert; Spatial computing; Gesture/motion tracking; Performance tuning; Cross-platform development; Machine learning basics; Leadership; Project management; Team collaboration",Lead AR/VR application development; Design and implement immersive interactive experiences; Optimize 3D graphics and cross-platform performance; Integrate AR/VR frameworks and hardware; Mentor and manage development teams; Collaborate across multidisciplinary teams; Ensure project delivery with quality standards,Unity; Unreal Engine; C#; ARKit; ARCore; 3D Graphics; Spatial Computing; Performance Optimization; Cross-Platform; Machine Learning
1,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Java; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL basics; Git,Assist in building server-side applications; Develop RESTful APIs; Work with SQL/NoSQL databases; Participate in testing and debugging; Learn cloud deployment and security fundamentals,Backend Developer; Fresher; Server-Side Development; API Development; Cloud Awareness
2,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Java; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; Git; Docker; CI/CD basics,Implement scalable backend services; Develop APIs using Node.js or Django; Write queries for SQL/NoSQL databases; Perform unit testing; Participate in Agile development workflows,Backend Developer; Fresher; Server-Side Development; API Development; Agile
3,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; Git; Cloud Basics; GraphQL basics,Develop and maintain backend APIs; Optimize database queries; Implement caching strategies; Follow coding best practices; Learn cloud deployment and security fundamentals,Backend Developer; Fresher; API Development; Server-Side; Cloud Awareness
4,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; Git; Docker; Cloud Basics,Server-side development for web and mobile apps; Implement RESTful APIs; Manage SQL/NoSQL databases; Optimize performance; Participate in Agile development processes,Backend Developer; Fresher; Server-Side Development; Agile; API Development
5,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Java; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; GraphQL basics; Git; Agile,Design and develop backend services; Write efficient queries; Implement RESTful APIs; Collaborate with frontend developers; Learn cloud deployment and security best practices,Backend Developer; Fresher; API Development; Server-Side Development; Agile
6,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Java; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; Git; Docker; CI/CD basics,Develop backend modules; Assist in API development and database management; Perform testing; Learn performance optimization techniques; Understand cloud deployment and security measures,Backend Developer; Fresher; Server-Side Development; API Development; Cloud Awareness
7,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Express.js; Django; Flask; MySQL; PostgreSQL; MongoDB; RESTful API; Git; Docker; Cloud Basics,Assist in developing backend services for web apps; Implement RESTful APIs; Work with SQL/NoSQL databases; Optimize performance; Participate in Agile sprints,Backend Developer; Fresher; API Development; Server-Side Development; Agile
8,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Java; Express.js; Django; Flask; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; Git; Agile; Docker,Server-side components for web and mobile apps; Assist in building RESTful APIs; Optimize database queries; Collaborate with frontend teams; Learn cloud deployment and DevOps fundamentals,Backend Developer; Fresher; API Development; Server-Side Development; Cloud Awareness
9,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Express.js; Flask; Django; MySQL; PostgreSQL; MongoDB; RESTful API; GraphQL basics; Git; Docker; Cloud Basics,Assist in backend development of scalable APIs; Manage databases; Implement caching strategies; Participate in testing; Learn cloud deployment and security best practices,Backend Developer; Fresher; API Development; Server-Side Development; Cloud Awareness
10,Backend Developer - Entry Level,Fresher,0–1 year,Node.js; Python; Java; Express.js; Django; Flask; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; Git; Agile,Assist in backend development; Develop APIs; Manage databases; Optimize performance; Learn cloud deployment and security fundamentals,Backend Developer; Fresher; API Development; Server-Side Development; Cloud Awareness
11,Backend Developer - Experienced,Experienced,3–5 years,Node.js; Python; Java; Go; Express.js; Django; Flask; Spring Boot; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; Cloud Platforms; Agile,"Design, develop, and maintain backend services; Implement RESTful APIs; Manage SQL/NoSQL databases; Optimize queries; Ensure security and authentication; Deploy applications on cloud platforms",Backend Developer; Experienced; API Development; Server-Side Development; Cloud; Microservices
12,Backend Developer - Experienced,Experienced,4–6 years,Java; Go; Node.js; Spring Boot; Express.js; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Agile,Lead backend development for fintech applications; Build scalable microservices; Implement secure RESTful and GraphQL APIs; Optimize database performance; Deploy applications on AWS,Backend Developer; Experienced; Fintech; API Development; Cloud; Microservices
13,Backend Developer - Experienced,Experienced,5+ years,Python; Node.js; Django; Flask; Express.js; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Agile; HIPAA compliance,Architect backend systems for healthcare applications; Develop APIs; Manage large-scale SQL/NoSQL databases; Implement caching strategies; Ensure HIPAA-compliant security,Backend Developer; Experienced; Healthcare; API Development; Cloud; Security
14,Backend Developer - Experienced,Experienced,5+ years,Node.js; Python; Java; Express.js; Django; Flask; Spring Boot; MySQL; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Agile,Lead backend engineering for e-commerce platforms; Implement secure and scalable APIs; Optimize SQL/NoSQL databases; Manage caching strategies; Deploy using CI/CD pipelines,Backend Developer; Experienced; E-commerce; API Development; Cloud; Microservices
15,Backend Developer - Experienced,Experienced,4–6 years,Python; Node.js; Go; Django; Flask; Express.js; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Cloud; Microservices,Design backend services for AI-powered applications; Build scalable REST and GraphQL APIs; Manage SQL/NoSQL databases; Integrate with ML pipelines; Deploy on cloud platforms,Backend Developer; Experienced; AI; API Development; Cloud; Microservices
16,Backend Developer - Experienced,Experienced,5+ years,Node.js; Java; Python; Express.js; Spring Boot; Django; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Agile; Microservices,Lead backend infrastructure for logistics platforms; Implement microservices; Manage distributed SQL/NoSQL databases; Optimize API performance; Ensure security and compliance,Backend Developer; Experienced; Logistics; API Development; Cloud; Microservices
17,Backend Developer - Experienced,Experienced,4–6 years,Python; Node.js; Java; Django; Flask; Express.js; Spring Boot; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Microservices; Cloud; Agile,Architect backend solutions for SaaS applications; Build secure and scalable RESTful APIs; Manage SQL/NoSQL databases; Implement caching and CI/CD pipelines; Monitor performance,Backend Developer; Experienced; SaaS; API Development; Cloud; Microservices
18,Backend Developer - Experienced,Experienced,5+ years,Java; Go; Python; Spring Boot; Express.js; Django; PostgreSQL; MySQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; GCP; Agile; Microservices; Security,Develop backend systems for fintech and banking applications; Implement secure APIs; Optimize database performance; Deploy microservices on cloud; Maintain compliance with security regulations,Backend Developer; Experienced; Fintech; API Development; Cloud; Microservices; Security
19,Backend Developer - Experienced,Experienced,6+ years,Node.js; Python; Java; Express.js; Django; Spring Boot; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; Cloud; Agile; Microservices; Security,"Lead backend development for large-scale social media platforms; Build microservices; Develop APIs; Optimize database performance; Ensure security, scalability, and reliability",Backend Developer; Experienced; Social Media; API Development; Cloud; Microservices; Security
20,Backend Developer - Experienced,Experienced,5+ years,Node.js; Python; Go; Express.js; Django; Flask; PostgreSQL; MongoDB; Redis; RESTful API; GraphQL; gRPC; Git; Docker; Kubernetes; CI/CD; AWS; Azure; GCP; Microservices; Security,Architect backend solutions for media streaming platforms; Build secure RESTful and GraphQL APIs; Manage distributed databases; Optimize caching; Deploy microservices and maintain high-performance systems,Backend Developer; Experienced; Media Streaming; API Development; Cloud; Microservices; Security
BDS-F-001,Big Data Specialist,Fresher,0-1,"Hadoop (HDFS, MapReduce, Hive, Pig); Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics (MongoDB, HBase); ETL concepts; Talend basics; Apache NiFi basics; Linux/Unix basics; Analytical thinking; Problem-solving; Teamwork",Assist in processing and analyzing big data; Support ETL pipeline development; Learn and implement Hadoop and Spark tasks; Collaborate with team members on data projects; Document data processing workflows; Apply basic statistical and data mining techniques,Apache Spark; Hadoop; Java; Python; SQL; NoSQL; ETL; Big Data Analytics; Data Mining; Linux
BDS-F-002,Big Data Specialist,Fresher,0-1,Hadoop basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend; Apache NiFi; Linux/Unix basics; Analytical thinking; Curiosity; Teamwork,Support big data ingestion and processing tasks; Assist in building basic ETL pipelines; Collaborate with data engineers and analysts; Learn Hadoop ecosystem components; Apply data mining and analytics techniques; Document project work and processes,Big Data; Hadoop; Spark; Java; Python; SQL; NoSQL; ETL; Data Analytics; Linux
BDS-F-003,Big Data Specialist,Fresher,0-1,"Hadoop (HDFS, MapReduce, Hive); Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL concepts; Talend; Linux/Unix basics; Analytical thinking; Problem-solving; Teamwork",Assist in big data processing workflows; Learn and support Spark tasks; Collaborate with teams on ETL processes; Support Hadoop cluster management; Document workflows and analysis; Apply basic data mining methods,Apache Spark; Hadoop; Java; Python; SQL; NoSQL; ETL; Data Mining; Linux
BDS-F-004,Big Data Specialist,Fresher,0-1,Hadoop basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; Talend basics; Apache NiFi basics; Linux/Unix basics; Curiosity; Teamwork; Problem-solving,Assist in building ETL pipelines; Support big data ingestion tasks; Learn Spark and Hadoop jobs; Collaborate with data engineers; Document analysis and processing steps; Apply basic data analytics techniques,Big Data; Hadoop; Spark; Java; Python; SQL; NoSQL; ETL; Data Analytics; Linux
BDS-F-005,Big Data Specialist,Fresher,0-1,"Hadoop (HDFS, MapReduce, Hive); Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork",Support data ingestion and ETL tasks; Assist in processing big datasets with Hadoop/Spark; Document workflows and project activities; Collaborate with analytics team; Apply basic data mining techniques; Learn new big data tools and technologies,Hadoop; Spark; Java; Python; SQL; NoSQL; ETL; Big Data Analytics; Data Mining; Linux
BDS-F-006,Big Data Specialist,Fresher,0-1,Hadoop basics; Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL concepts; Talend basics; Linux/Unix basics; Problem-solving; Curiosity; Teamwork,Assist in data processing workflows; Support basic ETL pipelines; Collaborate with team members; Learn Hadoop/Spark jobs; Document data workflows; Apply data analytics techniques,Big Data; Hadoop; Spark; Java; Python; SQL; NoSQL; ETL; Data Mining; Linux
BDS-F-007,Big Data Specialist,Fresher,0-1,Hadoop ecosystem basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork; Problem-solving,Support ETL pipeline development; Assist in Hadoop/Spark tasks; Document workflows and processes; Collaborate with team members; Learn big data analytics methods; Apply basic data mining concepts,Apache Spark; Hadoop; Java; Python; SQL; NoSQL; ETL; Big Data Analytics; Linux
BDS-F-008,Big Data Specialist,Fresher,0-1,Hadoop basics; Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend basics; Linux/Unix basics; Curiosity; Teamwork; Analytical thinking,Assist in big data processing; Support ETL workflows; Collaborate with data engineering team; Document tasks and workflows; Learn Hadoop/Spark tools; Apply basic data analytics,Big Data; Hadoop; Spark; Java; Python; SQL; NoSQL; ETL; Data Analytics; Linux
BDS-F-009,Big Data Specialist,Fresher,0-1,"Hadoop (HDFS, Hive, MapReduce); Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL basics; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork",Support data ingestion and processing; Assist in ETL pipelines; Learn and implement Hadoop/Spark tasks; Document workflows; Collaborate with team; Apply basic analytics techniques,Hadoop; Spark; Java; Python; SQL; NoSQL; ETL; Big Data Analytics; Linux
BDS-F-010,Big Data Specialist,Fresher,0-1,Hadoop basics; Apache Spark basics; Java basics; Python basics; Scala basics; SQL basics; NoSQL basics; ETL concepts; Talend basics; Linux/Unix basics; Analytical thinking; Teamwork; Problem-solving,Assist in big data ingestion and processing; Support ETL workflows; Learn Spark and Hadoop tasks; Collaborate with team members; Document workflows; Apply basic data analytics,Big Data; Hadoop; Spark; Java; Python; SQL; NoSQL; ETL; Data Analytics; Linux
BDS-E-011,Big Data Specialist,Experienced,3+,Hadoop; Spark Streaming; Kafka; Flink; Java advanced; Python advanced; Scala advanced; Redshift; BigQuery; Snowflake; AWS big data services; Azure big data services; GCP big data services; Tableau; Power BI; MLlib basics; TensorFlow basics; Data governance; Leadership; Collaboration,Design and implement big data architectures; Build and optimize ETL pipelines; Implement streaming solutions with Spark/Kafka/Flink; Work with cloud big data services; Provide data visualization solutions; Ensure data governance and compliance; Lead cross-functional big data projects,Big Data; Hadoop; Spark Streaming; Kafka; Flink; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala
BDS-E-012,Big Data Specialist,Experienced,4+,Hadoop ecosystem; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; QlikView; MLlib; TensorFlow basics; Data governance; Team leadership,Architect big data solutions for enterprise; Manage and optimize ETL and data pipelines; Implement real-time streaming pipelines; Integrate cloud big data services; Provide analytics and visualization insights; Ensure compliance and data security; Mentor junior big data engineers,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
BDS-E-013,Big Data Specialist,Experienced,5+,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership; Collaboration,"Lead big data architecture design; Develop and optimize ETL pipelines; Implement streaming and batch processing solutions; Integrate with cloud services; Provide data insights and visualization; Ensure governance, security and compliance; Lead cross-functional big data teams",Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
BDS-E-014,Big Data Specialist,Experienced,4+,Hadoop; Spark Streaming; Kafka; Flink; Java; Python; Scala; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership,Design enterprise big data solutions; Build and optimize data pipelines; Implement real-time streaming with Spark/Kafka; Leverage cloud big data services; Provide analytics and visualization dashboards; Ensure compliance and governance; Lead and mentor team members,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
BDS-E-015,Big Data Specialist,Experienced,5+,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; QlikView; MLlib; TensorFlow basics; Data governance; Collaboration,Lead design and implementation of big data architectures; Manage ETL and data integration pipelines; Develop streaming solutions using Spark/Kafka/Flink; Integrate cloud data services; Provide analytics and visualization solutions; Ensure data compliance and governance; Mentor junior engineers,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
BDS-E-016,Big Data Specialist,Experienced,4+,Hadoop; Spark Streaming; Kafka; Flink; Java; Python; Scala; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership; Collaboration,Architect scalable big data solutions; Develop and manage ETL pipelines; Implement real-time and batch processing; Leverage cloud big data tools; Provide visualization and analytics insights; Ensure security and data governance; Lead team efforts and mentor engineers,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
BDS-E-017,Big Data Specialist,Experienced,5+,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership,Design and implement big data platforms; Develop ETL and streaming pipelines; Work with multi-cloud data services; Provide analytics dashboards; Ensure data security and governance; Lead cross-functional teams; Mentor junior engineers,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
BDS-E-018,Big Data Specialist,Experienced,4+,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Collaboration; Leadership,Lead big data architecture projects; Implement ETL pipelines; Develop streaming data solutions; Integrate cloud big data platforms; Provide visualization and analytics; Ensure compliance and governance; Mentor and guide team members,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
BDS-E-019,Big Data Specialist,Experienced,5+,Hadoop; Spark Streaming; Kafka; Flink; Java; Python; Scala; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Leadership,Architect enterprise big data solutions; Manage ETL and streaming pipelines; Implement real-time data processing; Leverage cloud big data tools; Provide analytics and visualization solutions; Ensure security and compliance; Lead and mentor team members,Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
BDS-E-020,Big Data Specialist,Experienced,4+,Hadoop; Spark Streaming; Kafka; Flink; Java; Scala; Python; Redshift; BigQuery; Snowflake; AWS; Azure; GCP; Tableau; Power BI; MLlib; TensorFlow basics; Data governance; Collaboration; Leadership,"Design scalable big data solutions; Develop ETL and streaming pipelines; Work with multi-cloud big data services; Provide analytics dashboards; Ensure governance, compliance, and security; Lead cross-functional big data projects; Mentor junior engineers",Big Data; Hadoop; Spark Streaming; Kafka; Data Warehousing; AWS; Data Visualization; Machine Learning; Scala; SQL
BD-F-001,Blockchain Developer,Fresher,0-1,Java basics; Python basics; C++ basics; Solidity basics; Ethereum fundamentals; Hyperledger basics; Corda basics; Smart contract development and testing; Cryptography basics; DApps basics; Git basics; Truffle basics; Remix IDE basics; Problem-solving; Communication; Teamwork,Assist in blockchain application development; Support smart contract implementation and testing; Collaborate on DApp projects; Follow cryptography and blockchain security guidelines; Document development tasks and processes; Learn blockchain platforms and tools,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
BD-F-002,Blockchain Developer,Fresher,0-1,Java basics; Python basics; C++ basics; Solidity basics; Ethereum fundamentals; Hyperledger basics; Smart contract testing; Cryptography fundamentals; DApps basics; Git; Truffle; Remix IDE; Problem-solving; Teamwork; Adaptability,Support blockchain project development; Assist in writing and testing smart contracts; Collaborate on DApp development tasks; Follow security practices and guidelines; Document project workflows and code; Learn blockchain platform operations,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
BD-F-003,Blockchain Developer,Fresher,0-1,Java basics; Python basics; C++ basics; Solidity basics; Ethereum; Hyperledger; Corda; Smart contract implementation; Cryptography basics; DApps fundamentals; Git basics; Truffle; Remix IDE; Problem-solving; Communication; Collaboration,Assist in blockchain and DApp development; Write and test basic smart contracts; Collaborate with team members on blockchain projects; Document development work and processes; Learn blockchain platforms and tools; Follow security and cryptography best practices,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
BD-F-004,Blockchain Developer,Fresher,0-1,Java basics; Python basics; C++ basics; Solidity basics; Ethereum basics; Hyperledger basics; Corda basics; Smart contracts; Cryptography fundamentals; DApps basics; Git; Truffle; Remix IDE; Problem-solving; Teamwork; Adaptability,Support blockchain application development; Assist in smart contract creation and testing; Collaborate on DApp development; Follow blockchain security guidelines; Document workflows and coding practices; Learn and use blockchain development tools,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
BD-F-005,Blockchain Developer,Fresher,0-1,Java basics; Python basics; C++ basics; Solidity basics; Ethereum fundamentals; Hyperledger basics; Corda basics; Smart contract development; Cryptography basics; DApps basics; Git; Truffle; Remix IDE; Problem-solving; Communication; Collaboration,Assist in blockchain development projects; Implement and test smart contracts; Collaborate on DApp development; Follow cryptography and security practices; Document project development activities; Learn blockchain platforms and tools,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
BD-F-006,Blockchain Developer,Fresher,0-1,Java basics; Python basics; C++ basics; Solidity basics; Ethereum; Hyperledger; Corda basics; Smart contract implementation; Cryptography fundamentals; DApps basics; Git; Truffle; Remix IDE; Problem-solving; Teamwork; Adaptability,Support blockchain and DApp development; Assist in smart contract testing and deployment; Collaborate on blockchain projects; Document development workflows; Learn blockchain platforms and tools; Follow security and cryptography standards,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
BD-F-007,Blockchain Developer,Fresher,0-1,Java basics; Python basics; C++ basics; Solidity basics; Ethereum basics; Hyperledger basics; Smart contract testing; Cryptography basics; DApps fundamentals; Git; Truffle; Remix IDE; Problem-solving; Communication; Collaboration,Assist in blockchain projects; Implement and test smart contracts; Collaborate on DApp development tasks; Document development processes; Follow security and cryptography guidelines; Learn and use blockchain tools,Blockchain; Ethereum; Solidity; Smart Contracts; Cryptography; DApps; Hyperledger; Corda
